questionId,skillKey,conceptId,factId,familyId,reassessmentGroup,difficulty,cognitiveLevel,questionType,prompt,optionA,optionB,optionC,optionD,correctOption,correctAnswerText,explanation,provenance,sourceQuestionId
GB_CB_019,CONDITIONALS_BASICS,CB_C03_IF_STRUCTURE,CB_F03_ONE_BRANCH_RUNS,CB_FAM05_BRANCH_SELECTION,CB_RG_STRUCTURE,D3,APPLY,mcq_single,"A fragment reads: IF age >= 18 PRINT ""Eligible"" ELSE PRINT ""Not Eligible"", and then, outside the conditional, PRINT ""Done"". The age is 20. What is printed?","Eligible, then Done",Eligible only,"Eligible, then Not Eligible, then Done",Done only,A,"Eligible, then Done","The condition selects the first branch, and the line after the conditional was never part of either branch, so it runs as well. Treating that trailing line as belonging to the else is the misreading worth catching.",LEGACY_REMAP,4bebab
GB_CB_020,CONDITIONALS_BASICS,CB_C04_ELSE,CB_F05_ELSE_CATCHES_REST,CB_FAM06_ELSE_BEHAVIOUR,CB_RG_STRUCTURE,D2,UNDERSTAND,mcq_single,A fragment has a single if with no else. The condition is false. What happens?,"The body runs anyway, as a default","The program stops, because there is nowhere to go","Nothing in the conditional runs, and the program carries on afterwards","The program refuses to run, because an if requires an else",C,"Nothing in the conditional runs, and the program carries on afterwards","An if with no else offers one optional branch and nothing more; when the condition fails there is simply nothing to do. An else is optional, and its absence is neither an error nor a reason to run the body.",AUTHORED,
GB_CB_021,CONDITIONALS_BASICS,CB_C04_ELSE,CB_F05_ELSE_CATCHES_REST,CB_FAM06_ELSE_BEHAVIOUR,CB_RG_STRUCTURE,D3,UNDERSTAND,mcq_single,"A fragment reads: if grade >= 70 print ""High""; else if grade >= 50 print ""Middle""; else if grade >= 30 print ""Low"". The grade is 20. What is printed?","Low, because the last branch catches whatever is left",Nothing; no condition held and there is no final catch-all,"High, because the first branch is the default","An error, because no branch matched",B,Nothing; no condition held and there is no final catch-all,"Every branch here carries its own condition, including the last one, so a value below all three matches none of them. A final branch only catches everything when it has no condition attached at all.",AUTHORED,
GB_CB_022,CONDITIONALS_BASICS,CB_C05_CHAINS,CB_F06_CHAIN_ORDER_MATTERS,CB_FAM07_CHAIN_ORDER,CB_RG_CHAINS,D2,ANALYZE,mcq_single,"A chain reads: if score >= 90 print ""A""; else if score >= 75 print ""B""; else print ""C"". The score is 76. What is printed?",A,C,Both B and C,B,D,B,"76 fails the first condition and satisfies the second, so B is printed and the rest of the chain is abandoned. A chain stops at its first true condition rather than testing them all.",LEGACY_REMAP,61ba8e
GB_CB_023,CONDITIONALS_BASICS,CB_C05_CHAINS,CB_F06_CHAIN_ORDER_MATTERS,CB_FAM07_CHAIN_ORDER,CB_RG_CHAINS,D3,ANALYZE,mcq_single,"A chain reads: if speed >= 40 report ""fast""; else if speed >= 80 report ""very fast""; else report ""slow"". The speed is 95. What is reported?","fast, because the earlier condition is tested first and 95 satisfies it","very fast, because 95 is at least 80","both fast and very fast, because 95 satisfies each of them","slow, because no branch covers a speed this high",A,"fast, because the earlier condition is tested first and 95 satisfies it","A speed of 95 satisfies both of the first two conditions, and the chain stops at whichever is written earlier. Written in this order the branch meant for the highest speeds can never be reached at all, which is why order is part of the meaning rather than a matter of style.",LEGACY_REWRITE,76562f
GB_CB_024,CONDITIONALS_BASICS,CB_C05_CHAINS,CB_F06_CHAIN_ORDER_MATTERS,CB_FAM07_CHAIN_ORDER,CB_RG_CHAINS,D4,ANALYZE,mcq_single,"A chain reads: if n > 100 print ""big""; else if n > 10 print ""medium""; else print ""small"". Someone swaps the first two branches. The outputs for 5 and for 8 are unchanged, and the output for 200 changes. What does that show?","The swap broke the final branch, which now catches large values","Swapping branches never changes behaviour, so the difference must come from elsewhere","Values above 100 also satisfy the condition for medium, so after the swap they reach it first",Both branches now run for large values,C,"Values above 100 also satisfy the condition for medium, so after the swap they reach it first","The two conditions overlap, and the outputs that stayed the same are the ones no overlap touches. Only a value satisfying both can reveal the order, which is why the small values were unaffected while 200 was not.",AUTHORED,
GB_CB_025,CONDITIONALS_BASICS,CB_C06_BOOLEAN_LOGIC,CB_F07_AND_OR_NOT,CB_FAM08_BOOLEAN_COMBINATION,CB_RG_BOOLEANS,D2,APPLY,mcq_single,Entry requires an identity card and a permission slip. Someone has the card but no permission slip. May they enter?,Yes; and is satisfied as soon as one part holds,"No; and requires both parts, and one is missing",Yes; the card is the stronger of the two requirements,It cannot be decided without knowing which requirement matters more,B,"No; and requires both parts, and one is missing","A combined requirement joined by and fails as soon as any part fails, regardless of how important the parts seem. Treating one satisfied part as enough is what or would mean.",LEGACY_REWRITE,fdb795
GB_CB_026,CONDITIONALS_BASICS,CB_C06_BOOLEAN_LOGIC,CB_F07_AND_OR_NOT,CB_FAM08_BOOLEAN_COMBINATION,CB_RG_BOOLEANS,D3,APPLY,mcq_single,A discount applies if age < 18 or age > 60. The age is 65. Does the discount apply?,"No; 65 fails the first part, so the whole condition fails",No; or requires both parts to hold,"It cannot be decided, because the two parts disagree","Yes; or needs only one part to hold, and 65 is above 60",D,"Yes; or needs only one part to hold, and 65 is above 60","A condition joined by or holds as soon as any part holds, so failing the first part settles nothing on its own. Requiring both parts is what and would mean, and parts disagreeing is the ordinary case rather than an obstacle.",LEGACY_REWRITE,fbdcf0
GB_CB_027,CONDITIONALS_BASICS,CB_C06_BOOLEAN_LOGIC,CB_F07_AND_OR_NOT,CB_FAM08_BOOLEAN_COMBINATION,CB_RG_BOOLEANS,D4,APPLY,mcq_single,A user is blocked when not (verified and active). A particular user is verified but is not active. Is that user blocked?,"Yes; the combined condition fails, so its negation holds","No; the user is verified, so the negation does not apply","No; not applies only to the first part, and the user is verified",Yes; not makes any condition true,A,"Yes; the combined condition fails, so its negation holds","The inner condition needs both parts and only one holds, so it is false and negating it gives true. Being verified would matter if not attached to that part alone, and it does not — the brackets place it over the whole combination.",LEGACY_REWRITE,052229
GB_CB_028,CONDITIONALS_BASICS,CB_C07_BOUNDARIES,CB_F08_BOUNDARY_DECIDES_INCLUSION,CB_FAM09_BOUNDARY_BEHAVIOUR,CB_RG_BOUNDARIES,D3,ANALYZE,mcq_single,A student passes when marks >= 40. The marks are exactly 40. What is the result?,"Fail, because 40 does not exceed 40","Pass, but only once the mark is raised above 40",Pass,"Nothing is decided, because the value sits on the boundary",C,Pass,"The operator includes equality, so the boundary value itself satisfies the rule. A value sitting exactly on a threshold is always decided by whether the operator admits equality, never left undecided.",LEGACY_REWRITE,0483f2
GB_CB_029,CONDITIONALS_BASICS,CB_C07_BOUNDARIES,CB_F08_BOUNDARY_DECIDES_INCLUSION,CB_FAM09_BOUNDARY_BEHAVIOUR,CB_RG_BOUNDARIES,D3,ANALYZE,mcq_single,"A fragment reads: IF temp > 40 PRINT ""Alert"" ELSE PRINT ""Normal"". The temperature is exactly 40. What is printed?",Alert,Normal,"Nothing, since 40 is neither above nor below the threshold","An error, because the boundary value is not covered by either branch",B,Normal,"A strict comparison excludes the boundary, so 40 fails the condition and the else branch runs. The boundary is always covered — by the else — which is precisely why the choice of operator decides which side it lands on.",LEGACY_REWRITE,77929d
GB_CB_030,CONDITIONALS_BASICS,CB_C07_BOUNDARIES,CB_F08_BOUNDARY_DECIDES_INCLUSION,CB_FAM09_BOUNDARY_BEHAVIOUR,CB_RG_BOUNDARIES,D4,ANALYZE,mcq_single,"A rule says a student passes with a mark of at least 40, but the code tests marks > 40. Every mark it was tried on gave the right result. Which input does it get wrong?",A mark of 100,Any mark below 40,Every mark above 40,A mark of exactly 40,D,A mark of exactly 40,"The two conditions agree on every value except the one where they differ, which is the threshold itself. That is why testing with ordinary marks — well above or well below — could never have revealed it.",LEGACY_REMAP,ea2bd7
GB_CB_031,CONDITIONALS_BASICS,CB_C08_NESTING,CB_F09_NESTED_CONDITIONS,CB_FAM10_NESTED_TRACE,CB_RG_STRUCTURE,D3,APPLY,mcq_single,"A fragment reads: if a > 0: / [indented] if b > 0: / [twice indented] print(""both"") / [indented] else: / [twice indented] print(""first only""). With a = 5 and b = -1, what is printed?",first only,both,Nothing,"both, then first only",A,first only,"The outer condition holds, so the inner conditional is reached; the inner condition fails, so its else runs. Only one branch of the inner conditional can run, and it is reached only because the outer one held.",AUTHORED,
GB_CB_032,CONDITIONALS_BASICS,CB_C08_NESTING,CB_F09_NESTED_CONDITIONS,CB_FAM10_NESTED_TRACE,CB_RG_STRUCTURE,D4,APPLY,mcq_single,"The same nested fragment is run with a = -5 and b = 9. Nothing at all is printed, even though b satisfies the inner condition. Why?",The inner condition was evaluated but its result was discarded,The inner else ran and printed nothing,"The inner conditional is never reached, because the outer condition failed",A negative value in the outer condition stops the fragment entirely,C,"The inner conditional is never reached, because the outer condition failed","An inner conditional is part of the outer branch, so it is only considered when the outer condition holds. That b would have satisfied it is exactly the point: it was never asked.",AUTHORED,
GB_CB_033,CONDITIONALS_BASICS,CB_C08_NESTING,CB_F09_NESTED_CONDITIONS,CB_FAM10_NESTED_TRACE,CB_RG_STRUCTURE,D4,APPLY,mcq_single,"A fragment is meant to print ""low"" whenever a is not positive. It reads: if a > 0: / [indented] if b > 0: / [twice indented] print(""ok"") / [indented] else: / [twice indented] print(""low""). It prints nothing for negative values of a, and prints low for some positive ones. What is wrong?",The outer condition should test a < 0 instead,"The else is attached to the inner conditional, so it is only reached when a is positive",The two branches were written in the wrong order,The inner condition should test b < 0,B,"The else is attached to the inner conditional, so it is only reached when a is positive","The pattern of failures identifies the fault: low appearing for positive values of a shows the else belongs to the inner test, and nothing appearing for negative values shows the outer branch has no else at all. Indentation is what decides which conditional an else joins.",AUTHORED,
GB_CB_034,CONDITIONALS_BASICS,CB_C09_AUTHORING,CB_F10_RULE_TO_CONDITION,CB_FAM11_CONDITION_SELECTION,CB_RG_BOUNDARIES,D3,APPLY,mcq_single,A rule says: a passenger travels free if they are under 5 years old. Which condition implements it exactly?,age <= 5,age > 5,age <= 4,age < 5,D,age < 5,"""Under 5"" excludes 5 itself, so the strict comparison is the one that matches. The inclusive version admits a five-year-old, and the version stopping at 4 happens to agree for whole years but not for an age recorded with months.",AUTHORED,
GB_CB_035,CONDITIONALS_BASICS,CB_C09_AUTHORING,CB_F10_RULE_TO_CONDITION,CB_FAM11_CONDITION_SELECTION,CB_RG_BOUNDARIES,D4,APPLY,mcq_single,"A rule says: a discount applies at a quantity of at least 12. A condition was written that behaves correctly for every quantity tested, and the quantities tested were 5, 8, 20 and 30. Which condition might still be wrong?","quantity > 12, which excludes 12 itself","quantity >= 12, which is what the rule states","quantity > 11, which admits every quantity of 12 or more","quantity >= 11.5, which admits every whole quantity of 12 or more",A,"quantity > 12, which excludes 12 itself","None of the quantities tested is 12, so any condition that differs only at 12 would pass all four. The strict comparison is exactly such a condition; the other two, although written oddly, admit 12 and therefore match the rule for whole quantities.",AUTHORED,
GB_CB_036,CONDITIONALS_BASICS,CB_C09_AUTHORING,CB_F10_RULE_TO_CONDITION,CB_FAM11_CONDITION_SELECTION,CB_RG_BOUNDARIES,D4,APPLY,mcq_single,"A rule says: charge extra when the weight is more than 20 kg. Two candidate conditions are weight > 20 and weight >= 20. A parcel weighing exactly 20 kg was charged extra, which is wrong. Which condition was used, and what should replace it?",weight > 20 was used; it should be weight >= 20,Either could have been used; the fault is elsewhere,weight >= 20 was used; it should be weight > 20,"weight >= 20 was used, and it is correct; the rule is what needs changing",C,weight >= 20 was used; it should be weight > 20,"""More than"" excludes the value itself, so a parcel at exactly the threshold should not be charged. That it was charged shows the inclusive operator was used, and only a value sitting exactly on the boundary could have told the two apart.",AUTHORED,
GB_CB_037,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F11_WRONG_BRANCH_SYMPTOM,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,CB_RG_DIAGNOSIS,D3,ANALYZE,mcq_single,"Login should succeed only when the username and the password are both correct. The code joins the two checks with or, and it admits anyone who gets the username right with the wrong password. What is the fault?",The password check is missing altogether,"The two checks should be joined with and, since or succeeds when either part holds",The two checks are written in the wrong order,"The joining is correct, and the password comparison is reversed",B,"The two checks should be joined with and, since or succeeds when either part holds","The failing cases are precisely those where one check passes and the other does not, which is the behaviour of or and not of and. A missing check would admit everyone, and order does not affect whether a combined condition holds.",LEGACY_REMAP,ed42ea
GB_CB_038,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F11_WRONG_BRANCH_SYMPTOM,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,CB_RG_DIAGNOSIS,D4,ANALYZE,mcq_single,"A fragment should report ""valid"" when a value lies between 10 and 20 inclusive. It reports valid for 15, and also for 5 and for 25. What is the fault?",The comparisons exclude the boundaries 10 and 20,"The comparisons are reversed, so the range runs the wrong way",The value is being compared as text rather than as a number,"The two parts are joined with or, so a value outside the range still satisfies one of them",D,"The two parts are joined with or, so a value outside the range still satisfies one of them","A value below the range and a value above it both being accepted is the signature of or: 5 is below 20 and 25 is above 10, so each satisfies one half. A boundary fault would show only at 10 and 20, and reversed comparisons would reject 15 as well.",AUTHORED,
GB_CB_039,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F11_WRONG_BRANCH_SYMPTOM,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,CB_RG_DIAGNOSIS,D5,ANALYZE,mcq_single,"A fragment classifies values as ""in range"" or ""out of range"" for a range of 1 to 100. It behaves correctly on every value between 1 and 100 and on every value above 100, but calls every negative value in range. Which single fault produces exactly that pattern?","Only the upper limit is checked, so anything at or below 100 is accepted","Only the lower limit is checked, so anything at or above 1 is accepted","The two limits are swapped, so the range runs from 100 down to 1","The boundaries are excluded, so 1 and 100 are rejected",A,"Only the upper limit is checked, so anything at or below 100 is accepted","Working backwards from which inputs fail: negatives accepted means nothing enforces a floor, and values above 100 correctly rejected means the ceiling is enforced. Checking only the lower limit would produce the opposite pattern, and swapped limits would reject everything.",AUTHORED,
GB_CB_040,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F11_WRONG_BRANCH_SYMPTOM,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,CB_RG_DIAGNOSIS,D5,ANALYZE,mcq_single,"A fragment awards a bonus when sales are above target and returns are below a limit. It has never awarded a bonus to anyone, although several people have met both conditions. Which fault explains an outcome that never happens at all?",The conditions were joined with or instead of and,The target is set slightly too high,"The two conditions were joined so that they can never both hold, such as requiring returns to be both below and above the limit","The bonus is awarded in the branch that runs, but the amount is zero",C,"The two conditions were joined so that they can never both hold, such as requiring returns to be both below and above the limit","A rule that never fires, on data that should fire it, is different in kind from a rule that fires too often or too rarely: it points at a condition that cannot be satisfied rather than one set wrongly. Joining with or would award too many bonuses, and a target set too high would still let someone through eventually.",AUTHORED,
GB_CB_041,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F11_WRONG_BRANCH_SYMPTOM,CB_FAM12_LOGIC_ERROR_DIAGNOSIS,CB_RG_DIAGNOSIS,D5,ANALYZE,mcq_single,"A conditional gives the wrong answer for exactly one input out of thousands, and right answers for all the rest. Compared with one that is wrong for half its inputs, which is harder to find, and why?","The one wrong for half its inputs, because so much output has to be checked","The one wrong for a single input, because ordinary testing is unlikely to include that input","They are equally hard, since both are wrong","The one wrong for a single input, because the fault must be larger to hide so well",B,"The one wrong for a single input, because ordinary testing is unlikely to include that input","A fault affecting half the inputs shows up in almost any test; one affecting a single value survives every test that does not happen to use it, which is why boundaries are tested deliberately rather than sampled. Rarity of a symptom says nothing about the size of the mistake behind it.",AUTHORED,
GB_CB_042,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F12_UNREACHABLE_BRANCH,CB_FAM13_UNREACHABLE_BRANCH,CB_RG_DIAGNOSIS,D4,ANALYZE,mcq_single,"A chain reads: if n > 10 print ""A""; else if n > 50 print ""B""; else print ""C"". In months of use, B has never once been printed. Why?",Values above 50 are rare in the data,B is only reachable when n is exactly 50,The chain is correct; B must be printed sometimes,"Every value above 50 is also above 10, so the first branch always takes it",D,"Every value above 50 is also above 10, so the first branch always takes it","The second condition is stricter than the first and comes after it, so nothing can ever reach it. This is a property of the chain rather than of the data — no input whatsoever prints B.",AUTHORED,
GB_CB_043,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F12_UNREACHABLE_BRANCH,CB_FAM13_UNREACHABLE_BRANCH,CB_RG_DIAGNOSIS,D5,ANALYZE,mcq_single,"A chain reads: if age >= 18 print ""adult""; else if age >= 65 print ""senior""; else print ""minor"". Which branch can never run, and what single change makes the chain behave as its labels suggest?",The senior branch; putting the age of 65 test before the age of 18 test makes all three reachable,The minor branch; it should be tested first,None; each branch runs for some age,The adult branch; it should test a range rather than a floor,A,The senior branch; putting the age of 65 test before the age of 18 test makes all three reachable,"Everyone at 65 or above is also 18 or above, so the earlier branch claims them. Ordering the conditions from the most demanding to the least is what makes a chain of overlapping thresholds work, and it needs no extra conditions.",AUTHORED,
GB_CB_044,CONDITIONALS_BASICS,CB_C10_DIAGNOSIS,CB_F12_UNREACHABLE_BRANCH,CB_FAM13_UNREACHABLE_BRANCH,CB_RG_DIAGNOSIS,D5,ANALYZE,mcq_single,A chain tests three conditions that do not overlap at all — for example equality against three different values. Can any of its branches be unreachable through ordering alone?,Yes; the last branch is always unreachable in a chain of three,Yes; whichever condition is written last becomes unreachable,"No; with no overlap, no earlier condition can claim a value a later one would have matched",It cannot be determined without knowing the values,C,"No; with no overlap, no earlier condition can claim a value a later one would have matched","Unreachability through ordering requires one condition to cover values another would have matched, and disjoint conditions never do. Order still decides which test runs first, but not whether any branch can be reached.",AUTHORED,
