skillKey,skillName,conceptId,conceptName,factId,factStatement,familyId,familyName,measurementObjective,allowedDifficultyMin,allowedDifficultyMax,cognitiveLevel,questionType,distractorStrategy,reassessmentGroup,notes,plannedD1,plannedD2,plannedD3,plannedD4,plannedD5,plannedTotal
COMPUTER_ARCHITECTURE,Computer Architecture Basics,CA_C04_INSTRUCTION_CYCLE,The instruction cycle,CA_F11_CYCLE_DATA_MOVEMENT,"During execution, values move from memory into registers, through the ALU, and back into registers before any result returns to memory.",CA_FAM11_DATA_FLOW_TRACE,Tracing a value through one instruction,"Follow a single value through the components involved in executing one instruction, and say where it is at a given point.",D3,D5,ANALYZE,mcq_single,"The ALU reading straight from disk; a result written directly to secondary storage; the value never entering a register at all. Each removes one step, which is exactly the gap being probed.",CA_RG_INSTRUCTION_CYCLE,Depends on CA_F04 and CA_F10. Do not schedule this before registers and the cycle have been measured.,0,0,1,2,2,5
COMPUTER_ARCHITECTURE,Computer Architecture Basics,CA_C05_DATA_REPRESENTATION,How data is represented,CA_F12_EVERYTHING_IS_BINARY,"All data — text, images, sound — is stored as binary; what the bits mean depends on how they are interpreted.",CA_FAM12_REPRESENTATION_REASONING,Reasoning about binary representation,"Recognise that different data types share one underlying representation, and that interpretation supplies the meaning.",D2,D3,UNDERSTAND,mcq_single,"Text stored as letters and images stored as pictures — the belief that storage mirrors appearance. Also ""binary is only used for numbers"", and ""the same bits always mean the same thing"", which misses interpretation.",CA_RG_REPRESENTATION,"Conceptual only at Foundation. Base conversion is arithmetic and belongs with the aptitude skills, not here.",0,1,1,0,0,2
COMPUTER_ARCHITECTURE,Computer Architecture Basics,CA_C06_PERFORMANCE,Performance and bottlenecks,CA_F13_SLOWEST_RESOURCE_LIMITS,"The slowest resource on a path limits overall performance, so improving anything else changes nothing.",CA_FAM13_BOTTLENECK_DIAGNOSIS,Diagnosing which resource is the limit,"Given symptoms — heavy disk activity, idle processor — identify the limiting resource and the change that would help.",D3,D5,ANALYZE,mcq_single,"Blame the CPU whatever the symptoms (the default assumption), add RAM to a disk-bound task, upgrade a component the described work never touches. All three are the reasoning error, not carelessness.",CA_RG_PERFORMANCE,The symptoms must determine the answer. Any variant where a different limiting resource would give the same answer is not measuring diagnosis.,0,0,1,2,3,6
COMPUTER_ARCHITECTURE,Computer Architecture Basics,CA_C06_PERFORMANCE,Performance and bottlenecks,CA_F14_ARCHITECTURE_TRADEOFF,Hardware choices trade speed against capacity and cost; there is no option that is best on every axis.,CA_FAM14_TRADEOFF_DECISION,Choosing under a stated constraint,"Pick the defensible configuration for a stated priority, and say what it gives up.",D4,D5,EVALUATE,mcq_single,The fastest option regardless of the stated budget or capacity need; an option that ignores the constraint entirely; an option that claims to win on all three axes. The last tests whether the trade-off is believed at all.,CA_RG_PERFORMANCE,"The constraint must be explicit and must change the answer, otherwise this degrades into ""pick the biggest number"".",0,0,0,2,3,5
COMPUTER_ARCHITECTURE,Computer Architecture Basics,CA_C02_MEMORY_STORAGE,Memory and storage,CA_F07_HIERARCHY_SPEED_CAPACITY_TRADE,"From registers to cache to RAM to disk, capacity increases and speed decreases.",CA_FAM15_HIERARCHY_TRANSFER,Applying the hierarchy to an unfamiliar workload,"Given a workload described in terms nobody has taught — a dataset that will not fit, a value re-read constantly — decide which layer of the hierarchy the work actually depends on.",D4,D5,EVALUATE,mcq_single,"A layer that is faster but too small for the described data; one large enough but not on the path being described; the answer that would be right if the workload were reversed. The workload must decide the layer, or this collapses into CA_FAM07.",CA_RG_MEMORY_HIERARCHY,"Same fact as CA_FAM07, genuinely different measurement: that one orders and compares known layers, this one applies the trade-off to a situation the student has not met. Shares its reassessment group precisely because the two must never both be served.",0,0,0,2,2,4
HOW_COMPUTERS_WORK,How Computers Work,HCW_C01_IPO,"Input, process, output",HCW_F01_IPO_MODEL,"Every computing task takes input, processes it, and produces output.",HCW_FAM01_IPO_LABELLING,Labelling the parts of a described task,"Given a described task, identify which part is the input, the processing and the output.",D1,D2,UNDERSTAND,mcq_single,"Swap input and output; label the processing step as input (the student who calls the whole activity ""input""); offer a part of the task that is neither. Use tasks where the output is not visible on a screen, since students otherwise equate output with display.",HCW_RG_SYSTEM_MODEL,The opening fact of the skill. Everything in HCW_C02 and HCW_C03 assumes it.,4,1,0,0,0,5
HOW_COMPUTERS_WORK,How Computers Work,HCW_C02_HARDWARE_SOFTWARE,Hardware and software,HCW_F02_HARDWARE_VS_SOFTWARE,Hardware is the physical machine; software is the instructions it carries out.,HCW_FAM02_HW_SW_CLASSIFICATION,Classifying a named thing as hardware or software,"Classify items — an operating system, a hard disk, a browser, a printer driver — on the physical/instruction distinction.",D1,D2,REMEMBER,mcq_single,"The genuinely confusing cases are the whole point: a driver (software that operates hardware), firmware, and the operating system itself, which many students place with hardware because it ""comes with the machine"". Obvious cases like a keyboard measure nothing.",HCW_RG_CLASSIFICATION,Every variant must include at least one boundary case.,3,0,0,0,0,3
HOW_COMPUTERS_WORK,How Computers Work,HCW_C02_HARDWARE_SOFTWARE,Hardware and software,HCW_F03_PROGRAM_IS_INSTRUCTIONS,A program is a stored set of instructions; the computer does nothing the instructions do not say.,HCW_FAM03_PROGRAM_NATURE,What a program is and is not,"Recognise that a program is instructions rather than an intelligent agent, and that unstated behaviour does not happen.",D2,D3,UNDERSTAND,mcq_single,"The computer ""works out what was meant""; the program adapts to a case nobody wrote; a program described as data rather than instructions. The first is the misconception that survives longest and causes the most debugging confusion later.",HCW_RG_CLASSIFICATION,Sets up the debugging mindset that PROBLEM_SOLVING and PSEUDOCODE_FLOWCHARTS both rely on.,0,1,1,0,0,2
HOW_COMPUTERS_WORK,How Computers Work,HCW_C03_PROGRAM_VS_PROCESS,A program and a running program,HCW_F04_PROGRAM_VS_PROCESS,A program is a file on storage; running it creates a process that occupies working memory.,HCW_FAM04_PROGRAM_PROCESS_DISTINCTION,Separating the stored program from the running one,"Say what exists before a program is launched, what exists while it runs, and what remains after it closes.",D2,D4,ANALYZE,mcq_single,The program is deleted when closed; running twice creates one thing; the process persists after exit. All three follow from having no separation between the file and the execution.,HCW_RG_EXECUTION_MODEL,Overlaps OS_F03 by design — that one measures it from the OS side. They share no reassessment group only because the framing genuinely differs; review together before publishing.,0,1,1,1,0,3
HOW_COMPUTERS_WORK,How Computers Work,HCW_C03_PROGRAM_VS_PROCESS,A program and a running program,HCW_F05_WORKING_MEMORY_ROLE,Working memory holds what a running program needs now; closing the program releases it.,HCW_FAM05_WORKING_MEMORY_EFFECT,What happens in memory as programs start and stop,Predict the effect on available memory of opening and closing programs.,D2,D3,APPLY,mcq_single,Memory is consumed permanently; closing a program frees disk rather than memory; memory use is fixed per machine regardless of what runs.,HCW_RG_EXECUTION_MODEL,,0,1,1,0,0,2
HOW_COMPUTERS_WORK,How Computers Work,HCW_C04_DATA_AND_FILES,"Data, files and persistence",HCW_F06_DIGITAL_REPRESENTATION,"Computers represent all information digitally, as numbers, whatever it looks like to a person.",HCW_FAM06_DIGITAL_REPRESENTATION_RECOGNITION,Recognising digital representation,"Identify that text, images and sound are all held as numbers rather than as their appearance.",D1,D2,REMEMBER,mcq_single,"Each type stored ""in its own way"" as its appearance; only numbers being digital; images stored as physical pictures.",HCW_RG_DATA_MODEL,"Deliberately lighter than CA_F12 — this is recognition, that one asks about interpretation. Keep them in different papers.",3,0,0,0,0,3
HOW_COMPUTERS_WORK,How Computers Work,HCW_C04_DATA_AND_FILES,"Data, files and persistence",HCW_F07_FILES_PERSIST,"A file is data kept on storage under a name, and it survives the program that made it and the machine being switched off.",HCW_FAM07_PERSISTENCE_REASONING,Reasoning about what survives a restart,Decide which of several described pieces of data still exists after the machine is switched off and on.,D2,D3,APPLY,mcq_single,Unsaved work surviving; a saved file lost on restart; open documents treated the same as saved ones. The unsaved-work case is worth using often — it is the misconception with real consequences.,HCW_RG_DATA_MODEL,,0,1,1,0,0,2
HOW_COMPUTERS_WORK,How Computers Work,HCW_C05_OS_AND_APPS,The operating system and applications,HCW_F08_OS_MEDIATES,The operating system sits between applications and hardware; applications ask it for what they need rather than driving hardware themselves.,HCW_FAM08_OS_ROLE_IN_STACK,Where the OS sits between an app and the hardware,"Trace a described request — saving a file, printing — through application, operating system and hardware in the right order.",D2,D4,ANALYZE,mcq_single,The application writing to the disk itself; the hardware calling the application; the OS omitted from the path entirely. Omission is the most common and the most revealing.,HCW_RG_SYSTEM_DATA_FLOW,"Deliberately distinct from OS_FAM01, which measures OS responsibilities rather than position in the stack.",0,1,1,1,0,3
HOW_COMPUTERS_WORK,How Computers Work,HCW_C05_OS_AND_APPS,The operating system and applications,HCW_F09_APPLICATION_PURPOSE,An application does a particular job for a person; the operating system runs the machine for every application.,HCW_FAM09_APP_VS_OS_SELECTION,Deciding whether a job belongs to an app or the OS,"Given a described responsibility, decide whether an application or the operating system owns it.",D2,D3,UNDERSTAND,mcq_single,Assign memory allocation or device access to an application; assign document editing to the OS; treat a bundled utility as part of the kernel because it ships with the system.,HCW_RG_SYSTEM_SELECTION,,0,1,1,0,0,2
HOW_COMPUTERS_WORK,How Computers Work,HCW_C06_BOOT,Starting the machine,HCW_F10_BOOT_SEQUENCE,"Powering on runs firmware checks, then loads the operating system, and only then can applications start.",HCW_FAM10_BOOT_ORDERING,Ordering what happens at startup,Put the startup stages in order and identify what cannot yet have happened at a given point.,D2,D3,APPLY,mcq_single,"Applications starting before the OS; the OS running before any hardware check; the desktop appearing first with the OS loading afterwards. The last matches what a user sees, which is why it is believed.",HCW_RG_ORDERING,High level only. Bootloader specifics are out of scope at Foundation.,0,1,1,0,0,2
HOW_COMPUTERS_WORK,How Computers Work,HCW_C07_NETWORKS,Networks and the internet,HCW_F11_NETWORK_IS_CONNECTED_MACHINES,A network is machines connected so they can exchange data; the internet is a very large network of networks.,HCW_FAM11_NETWORK_SCOPE,"Distinguishing a network, the internet and the web","Separate the three, and identify which is a service running on which.",D2,D3,UNDERSTAND,mcq_single,"The internet and the web as the same thing — near universal, and worth measuring directly. Also the browser as the internet, and email as part of the web.",HCW_RG_NETWORK_MODEL,"Overlaps COMPUTER_NETWORKS, which goes deeper. Here it is only the distinction.",0,1,1,0,0,2
HOW_COMPUTERS_WORK,How Computers Work,HCW_C07_NETWORKS,Networks and the internet,HCW_F12_CLIENT_SERVER,"A client asks for something and a server answers; a single machine can be either, depending on the exchange.",HCW_FAM12_CLIENT_SERVER_ROLES,Assigning client and server roles in an exchange,"In a described interaction, say which side is the client and which the server, and why.",D2,D4,ANALYZE,mcq_single,"The server as always the bigger or more distant machine; the roles as fixed properties of hardware; the client as whoever owns the data. Use a case where one machine is both, which the fixed-property model cannot handle.",HCW_RG_NETWORK_MODEL,,0,1,0,2,0,3
HOW_COMPUTERS_WORK,How Computers Work,HCW_C08_ABSTRACTION,Abstraction,HCW_F13_ABSTRACTION_HIDES_DETAIL,"Each layer hides the detail of the layer below, which is why a program can save a file without knowing what kind of disk it is.",HCW_FAM13_ABSTRACTION_RECOGNITION,Recognising what a layer hides,"Identify what detail is deliberately hidden in a described interaction, and what would change if it were not.",D3,D5,EVALUATE,mcq_single,Abstraction as simplification for beginners rather than as a working mechanism; the claim that lower detail is inaccessible rather than hidden; the claim that hiding detail loses capability.,HCW_RG_ABSTRACTION,"The most demanding fact in the skill. Expect low scores initially; that is information, not a fault.",0,0,1,2,3,6
HOW_COMPUTERS_WORK,How Computers Work,HCW_C09_DIAGNOSIS,Diagnosing an incorrect mental model,HCW_F14_INCORRECT_MODEL_DIAGNOSIS,A stated belief about how a computer works can be judged against the input-process-output and hardware/software/OS model.,HCW_FAM14_MODEL_DIAGNOSIS,Finding the wrong step in someone's explanation,Read a short explanation of how something works and identify the one step that is wrong.,D3,D5,ANALYZE,mcq_single,"Options must point at steps that ARE correct, so the student has to locate the error rather than spot an absurdity. Exactly one step is wrong, and it is wrong for a reason a student would recognise.",HCW_RG_DIAGNOSIS,This family does the most work in the whole skill and is the hardest to author. Every option must be defensible except one.,0,0,1,2,3,6
HOW_COMPUTERS_WORK,How Computers Work,HCW_C05_OS_AND_APPS,The operating system and applications,HCW_F09_APPLICATION_PURPOSE,An application does a particular job for a person; the operating system runs the machine for every application.,HCW_FAM15_LAYER_OWNERSHIP_TRANSFER,Deciding which layer should own an unfamiliar responsibility,"Given a capability nobody has been taught to place — scheduling a backup, limiting a download — decide whether it belongs to an application or the operating system, from the purpose of the layer rather than from memory.",D4,D5,EVALUATE,mcq_single,"The layer that could technically do it rather than the one whose purpose covers it; a placement that would make every application reimplement the same thing; a placement that would let one application affect another. Reasoning, not recall, must decide it.",HCW_RG_SYSTEM_SELECTION,"Same fact as HCW_FAM09, one level up: that one classifies familiar responsibilities, this one places an unfamiliar one from first principles.",0,0,0,1,2,3
HOW_COMPUTERS_WORK,How Computers Work,HCW_C05_OS_AND_APPS,The operating system and applications,HCW_F08_OS_MEDIATES,The operating system sits between applications and hardware; applications ask it for what they need rather than driving hardware themselves.,HCW_FAM16_STACK_TRACE_TRANSFER,Tracing an unfamiliar request through the stack,"Trace a request the student has not been shown — a camera capture, a network send — through application, operating system, driver and hardware.",D4,D5,ANALYZE,mcq_single,"A path that skips the operating system; one that reverses two adjacent layers; one that inserts a layer the request never touches. Every option must be a coherent path, so the student reasons about which is real rather than eliminating nonsense.",HCW_RG_SYSTEM_DATA_FLOW,"Same fact as HCW_FAM08 applied to an untaught device, which is what makes it transfer rather than recall.",0,0,0,1,2,3
OPERATING_SYSTEMS,Operating Systems,OS_C01_PURPOSE,What an operating system is for,OS_F01_OS_MANAGES_RESOURCES,"The operating system manages the machine's resources — processor time, memory, storage, devices — on behalf of every program.",OS_FAM01_RESPONSIBILITY_IDENTIFICATION,Identifying an OS responsibility,"Given a described job, decide whether the operating system is responsible for it.",D1,D2,REMEMBER,mcq_single,"Jobs owned by an application (spell-checking, editing an image), by hardware (performing arithmetic), or by the user. The application cases are the productive ones — students attribute anything system-looking to the OS.",OS_RG_RESPONSIBILITIES,,3,0,0,0,0,3
OPERATING_SYSTEMS,Operating Systems,OS_C01_PURPOSE,What an operating system is for,OS_F02_SHARED_ACCESS_ARBITRATION,"When two programs want the same resource, the operating system decides who gets it and when.",OS_FAM02_RESOURCE_ALLOCATION,Reasoning about contended resources,Predict what happens when two programs need the same resource at once.,D2,D4,ANALYZE,mcq_single,Both programs proceeding simultaneously with no cost; the second program failing outright; the programs negotiating between themselves. Each is a plausible model for someone who has not met arbitration.,OS_RG_RESOURCES,,0,1,1,1,0,3
OPERATING_SYSTEMS,Operating Systems,OS_C02_PROCESSES,Programs and processes,OS_F03_PROCESS_IS_RUNNING_PROGRAM,"A process is a program in execution, with its own memory; the same program can run as several independent processes.",OS_FAM03_PROCESS_COMPARISON,Comparing a program with its processes,Say how many processes exist in a described situation and what each has of its own.,D2,D4,ANALYZE,mcq_single,One program meaning one process however many windows are open; processes sharing all memory; a second copy being refused. Opening the same editor twice is the clearest stem.,OS_RG_PROCESS_MODEL,"Related to HCW_F04 but measured differently — that asks what exists, this asks how many and with what of their own.",0,1,1,1,0,3
OPERATING_SYSTEMS,Operating Systems,OS_C02_PROCESSES,Programs and processes,OS_F04_MULTITASKING_IS_INTERLEAVING,On a single core the OS interleaves processes quickly rather than running them at the same instant.,OS_FAM04_MULTITASKING_MECHANISM,How several programs appear to run at once,"Explain how multitasking appears simultaneous, and what limits it.",D2,D4,UNDERSTAND,mcq_single,True simultaneity on one core; each program getting its own processor; the OS pausing everything else until a program finishes. The first is the belief that makes scheduling meaningless.,OS_RG_PROCESS_MODEL,,0,1,1,0,0,2
OPERATING_SYSTEMS,Operating Systems,OS_C03_SCHEDULING,Scheduling,OS_F05_SCHEDULER_ALLOCATES_TIME,The scheduler decides which ready process runs next and for how long.,OS_FAM05_SCHEDULING_REASONING,Predicting what runs next,"Given several processes in described states, decide which can run next and why the others cannot.",D3,D5,APPLY,mcq_single,Choosing a process that is waiting on input (ready and waiting conflated); strict first-come order regardless of state; the program in the front window. Include a blocked process in every variant.,OS_RG_SCHEDULING,"Named algorithms are out of scope. The measurement is readiness reasoning, not round-robin arithmetic.",0,0,1,1,3,5
OPERATING_SYSTEMS,Operating Systems,OS_C04_MEMORY,Memory management,OS_F06_OS_ALLOCATES_MEMORY,"The OS gives each process memory, keeps processes out of each other's memory, and reclaims it when they end.",OS_FAM06_MEMORY_ISOLATION,Reasoning about memory given to a process,"Decide what a process can and cannot reach in memory, and what becomes of that memory when it exits.",D2,D4,UNDERSTAND,mcq_single,One process reading another's memory freely; memory never reclaimed; each process seeing all physical memory. The first is worth measuring because it is what students assume before isolation is taught.,OS_RG_RESOURCES,,0,1,1,1,0,3
OPERATING_SYSTEMS,Operating Systems,OS_C05_FILESYSTEM,Files and the filesystem,OS_F07_FILESYSTEM_ORGANISES,"The filesystem organises storage into named files and directories, and the OS translates a path into a location on the device.",OS_FAM07_PATH_REASONING,Reasoning about paths and locations,"Work out what a described path refers to, or which of several paths reaches a given file.",D2,D4,APPLY,mcq_single,Absolute and relative confused; two files with the same name in different directories treated as one; the belief that moving a file changes its contents. Include one same-name pair in different directories.,OS_RG_FILESYSTEM,,0,1,1,1,0,3
OPERATING_SYSTEMS,Operating Systems,OS_C06_PERMISSIONS,Permissions,OS_F08_PERMISSIONS_GATE_ACCESS,"Permissions decide which users may read, change or run a file, and the OS refuses actions they do not allow.",OS_FAM08_PERMISSION_DIAGNOSIS,Diagnosing a refused action,"Given a permission setting and an attempted action, say whether it succeeds and which permission decided it.",D3,D5,ANALYZE,mcq_single,Read confused with execute; a permission on the file confused with one on its directory; ownership assumed to override everything. The directory case is the one that catches real confusion.,OS_RG_PERMISSIONS,Conceptual. Numeric modes are a tooling detail and do not belong at Foundation.,0,0,1,1,3,5
OPERATING_SYSTEMS,Operating Systems,OS_C07_DEVICES,Devices,OS_F09_DRIVERS_MEDIATE_DEVICES,"The OS talks to a device through its driver, so applications need not know the make or model.",OS_FAM09_DEVICE_INTERACTION,Tracing an application's use of a device,"Order the parts involved when an application uses a device, and identify which part knows the device specifics.",D2,D4,ANALYZE,mcq_single,The application addressing the hardware directly; the driver as part of the application; the device needing no software at all. Ties back to HCW_F13 on abstraction.,OS_RG_DEVICES,,0,1,0,1,0,2
OPERATING_SYSTEMS,Operating Systems,OS_C08_PRIVILEGE,User and kernel privilege,OS_F10_PRIVILEGE_SEPARATION,Ordinary programs run with limited privilege and must ask the kernel for anything that touches the machine directly.,OS_FAM10_PRIVILEGE_BOUNDARY,Deciding what needs kernel privilege,"Given an action, decide whether a normal program may do it itself or must ask the kernel.",D3,D5,UNDERSTAND,mcq_single,Any program being able to access hardware; privilege as a matter of the logged-in user only; the belief that an administrator account removes the boundary. The last conflates user rights with the privilege boundary.,OS_RG_PERMISSIONS,"Grouped with permissions for reassessment: both measure ""who is allowed"", and serving them together would double-count.",0,0,1,1,2,4
OPERATING_SYSTEMS,Operating Systems,OS_C09_STARTUP,Startup,OS_F11_OS_LOADS_BEFORE_APPS,"The OS must be running before any application can start, because applications depend on it for everything.",OS_FAM11_STARTUP_DEPENDENCY,Reasoning about startup dependencies,Identify what must already be running before a described thing can start.,D2,D3,APPLY,mcq_single,An application starting first; the OS loading on demand when needed; a driver loading after the application that uses it.,OS_RG_STARTUP,"Distinct from HCW_FAM10, which orders the whole boot. This one is dependency reasoning.",0,1,0,0,0,1
OPERATING_SYSTEMS,Operating Systems,OS_C10_EXHAUSTION,When resources run out,OS_F12_RESOURCE_EXHAUSTION_SYMPTOMS,"Running out of memory, disk or processor time produces different symptoms and needs different remedies.",OS_FAM12_EXHAUSTION_DIAGNOSIS,Diagnosing which resource has run out,Read described symptoms and identify which resource is exhausted and what would relieve it.,D3,D5,ANALYZE,mcq_single,"Attribute every slowdown to memory; free disk space to fix a memory problem; close programs to fix a full disk. Symptoms must distinguish the resources, or the item is unanswerable by reasoning.",OS_RG_DIAGNOSIS,"Overlaps CA_FAM13, which diagnoses a hardware bottleneck. Same shape, different subject; review together and consider one shared reassessment group.",0,0,1,2,2,5
OPERATING_SYSTEMS,Operating Systems,OS_C11_INTERFACES,Command line and graphical interfaces,OS_F13_CLI_GUI_SAME_SERVICES,A command line and a graphical interface are two ways of asking the same operating system to do the same things.,OS_FAM13_INTERFACE_EQUIVALENCE,Recognising interfaces as equivalent routes,"Decide whether a described task can be done from either interface, and what actually differs between them.",D2,D3,UNDERSTAND,mcq_single,The command line as more powerful in kind rather than in convenience; the GUI as a different operating system; certain operations as impossible graphically by nature. Avoid making this a preference question.,OS_RG_INTERFACES,,0,1,1,0,0,2
